companyId;companyName;ticker;price;p_L;p_VP;p_Ebit;p_Ativo;eV_Ebit;margemBruta;margemEbit;margemLiquida;p_SR;p_CapitalGiro;p_AtivoCirculante;giroAtivos;roe;roa;roic;dividaliquidaPatrimonioLiquido;dividaLiquidaEbit;pl_Ativo;passivo_Ativo;liquidezCorrente;peg_Ratio;vpa;lpa;valorMercado;dy;liquidezMediaDiaria;receitas_Cagr5;lucros_Cagr5
317;LOPES BRASIL;LPSB3;1,81;20,9881;1,3568;10,0069;0,6576;7,6976;80,54;13,34;6,36;1,3347;6,434;-0,9099;0,49;6,46;3,13;4,92;-0,31;-2,31;0,48;0,51;1,58;-0,27222342;1,334;0,0862;268549428,42;4,1755;796706,65;8,4;
657;REDE D OR SÃO LUIZ S.A.;RDOR3;30,83;52,2501;5,2588;18,1699;1,277;22,0998;22,54;17,63;6,13;3,2037;4,7119;-2,2222;0,4;10,06;2,44;8,46;1,16;4,0;0,24;0,74;2,76;-9,9831577;5,8777;0,5916;72041138698,23;1,3112;186508179,63;;
233;EZ TEC;EZTC3;13,44;8,1222;0,6644;11,2138;0,5382;9,5917;38,96;26,84;37,06;3,0099;1,5265;-0,9464;0,18;8,18;6,63;4,63;-0,09;-1,56;0,81;0,18;5,47;-0,30687826;20,2302;1,6547;2963463871,23;5,7911;35982243,28;10,85;9,7
232;EVEN CONSTRUTORA E INCORPORADORA;EVEN3;4,7;6,8103;0,5135;5,6719;0,154;4,1609;24,3;7,41;6,17;0,4203;0,3574;-0,5554;0,37;7,54;2,26;3,85;-0,14;-1,5;0,3;0,57;2,48;0,14890318;9,1328;0,6887;985800000,0;3,1985;7067467,63;5,48;139,11
292;EXCELSIOR ALIMENTOS;BAUH4;83,89;48,0733;4,0688;129,7666;2,6473;129,7379;20,99;1,84;4,97;2,3908;94,3351;-3,8489;1,11;8,46;5,51;-1,98;0,0;-0,03;0,65;0,35;1,1;-0,90048241;20,618;1,745;438092203,58;;31051,75;5,51;3,46
436;OI;OIBR3;0,17;-0,3817;-0,4915;-0,3345;0,023;-5,8243;-3,45;-28,92;-25,35;0,0967;0,3066;-0,0319;0,24;-128,78;-6,02;-30,36;;-5,47;-0,05;1,05;1,37;0,00825464;-0,3459;-0,4454;1177720902,38;;25203589,63;-16,61;
436;OI;OIBR4;0,52;-1,1675;-1,5035;-1,0233;0,0703;-5,8243;-3,45;-28,92;-25,35;0,2959;0,9378;-0,0975;0,24;-128,78;-6,02;-30,36;;-5,47;-0,05;1,05;1,37;0,0252495;-0,3459;-0,4454;1177720902,38;;1065597,98;-16,61;
627;PETZ;PETZ3;6,26;47,8009;1,5706;20,0499;0,8039;19,1124;48,68;5,44;2,28;1,0899;6,3041;-1,179;0,74;3,29;1,68;6,51;-0,07;-0,94;0,51;0,49;1,67;-2,88674841;3,9666;0,1303;2885268031,25;0,4596;106286449,6;;
768;BOA SAFRA SEMENTES S.A.;SOJA3;10,57;10,5118;1,6903;10,0883;0,7389;10,5905;10,12;8,27;7,93;0,834;2,847;-2,5442;0,89;16,08;7,03;9,42;0,09;0,52;0,44;0,52;1,58;-0,79881124;6,2532;1,0055;1238173245,82;1,0338;2717736,68;;
479;RIO PARANAPANEMA;GEPA3;24,25;15,3795;1,1098;5,9155;0,6095;8,3789;29,78;28,6;11,0;1,692;-5,0009;-0,6751;0,36;7,22;3,96;11,02;0,38;2,02;0,55;0,45;0,44;-0,22208531;21,8517;1,5768;2475725902,65;5,5228;17319,75;0,2;-16,23
479;RIO PARANAPANEMA;GEPA4;26,95;17,0919;1,2333;6,5742;0,6773;8,3789;29,78;28,6;11,0;1,8804;-5,5577;-0,7502;0,36;7,22;3,96;11,02;0,38;2,02;0,55;0,45;0,44;-0,24681233;21,8517;1,5768;2475725902,65;4,9695;20211,23;0,2;-16,23
447;AMPLA ENERGIA E SERVICOS;CBEE3;13,49;-31,7982;0,6822;3,6998;0,1936;9,1683;18,31;10,61;-1,23;0,3924;-1,3528;-0,2416;0,49;-2,15;-0,61;7,75;1,01;5,47;0,28;0,72;0,58;0,06545896;19,774;-0,4242;3240431834,29;2,6547;5519,25;13,66;
367;B3;B3SA3;13,05;18,4505;3,8982;14,1836;1,6319;13,4018;89,66;56,13;43,15;7,9613;11,189;-2,6291;0,2;21,13;8,84;12,42;-0,22;-0,79;0,42;0,58;1,62;-2,13022302;3,3477;0,7073;79591950000,0;3,5948;769416103,23;34,69;24,43
636;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;MELK3;3,21;6,0119;0,557;7,5439;0,3037;5,2747;23,62;8,39;10,53;0,6328;0,7418;-1,0946;0,48;9,26;5,05;4,78;-0,17;-2,27;0,55;0,41;2,31;0,05624503;5,7631;0,5339;669661278,02;6,5277;1133287,63;;
791;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A;LVTC3;5,85;8,2639;0,5849;3,4879;0,2239;1,8161;24,78;10,16;4,29;0,3543;0,6602;-0,5408;0,63;7,08;2,71;14,97;-0,28;-1,65;0,38;0,62;2,37;-0,20649132;10,0196;0,7091;379572179,81;2,9693;1051108,7;;
345;ITAUSA;ITSA3;8,91;5,9611;1,2177;5,7832;0,8989;6,1078;34,89;170,3;165,22;9,8488;27,1042;-1,0176;0,09;20,43;15,08;16,44;0,1;0,5;0,74;0,22;1,4;0,25700232;7,3007;1,4913;83728872593,6;6,9071;2287170,53;11,75;12,0
345;ITAUSA;ITSA4;8,51;5,6929;1,1629;5,523;0,8585;6,1078;34,89;170,3;165,22;9,4056;25,8847;-0,9718;0,09;20,43;15,08;16,44;0,1;0,5;0,74;0,22;1,4;0,24543866;7,3007;1,4913;83728872593,6;7,2325;263331291,45;11,75;12,0
440;CASAN;CASN3;15,01;146,1542;7,7158;65,8576;3,3674;58,1484;43,68;16,23;7,31;10,688;-134,0076;-3,8381;0,32;5,28;2,3;4,87;0,81;6,9;0,44;0,56;0,83;-4,84815111;1,9454;0,1027;11094218905,01;0,2327;;5,83;28,01
440;CASAN;CASN4;8,37;81,4997;4,3026;36,724;1,8778;58,1484;43,68;16,23;7,31;5,9599;-74,7264;-2,1402;0,32;5,28;2,3;4,87;0,81;6,9;0,44;0,56;0,83;-2,70346601;1,9454;0,1027;11094218905,01;0,4579;;5,83;28,01
586;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTR3;280,0;4,3389;1,2772;2,2842;0,3588;3,0983;16,08;9,4;4,95;0,2148;1,0134;-1,2891;1,67;29,44;8,27;30,37;0,46;0,81;0,28;0,72;1,96;0,04307509;219,2323;64,5329;37084320,0;;43200,0;33,43;
465;ISA CTEEP;TRPL3;28,8;7,3476;1,1806;4,7179;0,5911;5,7801;65,19;71,11;45,66;3,3549;4,9394;-0,6935;0,18;16,07;8,05;14,19;0,42;1,68;0,5;0,48;5,29;-0,23570318;24,3953;3,9197;16429834773,0;3,6889;73594,43;-6,6;-12,14
465;ISA CTEEP;TRPL4;22,64;5,7582;0,9252;3,6973;0,4633;5,7801;65,19;71,11;45,66;2,6292;3,8709;-0,5434;0,18;16,07;8,05;14,19;0,42;1,68;0,5;0,48;5,29;-0,184716;24,3953;3,9197;16429834773,0;4,7072;53115476,9;-6,6;-12,14
242;TECNISA;TCSA3;2,54;-2,5371;0,3249;-4,2087;0,121;-14,1594;8,42;-24,28;-40,28;1,0219;0,3457;-0,2496;0,12;-12,81;-4,77;-4,1;0,77;-9,95;0,37;0,57;3,12;0,0479662;7,8174;-1,0012;186992844,2;;606471,4;-15,57;
429;ODONTOPREV;ODPV3;9,11;11,6405;4,2891;9,2718;2,4315;8,6114;61,42;29,78;23,72;2,7608;-36,0734;-3,4689;0,88;36,85;20,89;30,67;-0,3;-0,64;0,57;0,43;0,82;0,64845246;2,1216;0,7818;5178723465,33;3,3358;18710087,68;6,18;15,52
626;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAVV3;4,84;9,0135;0,8224;11,224;0,5369;5,1934;34,52;16,6;20,67;1,863;0,8709;-3,207;0,29;9,12;5,96;5,24;-0,44;-5,98;0,65;0,3;3,85;-0,18676718;5,8732;0,5359;967741607,2;10,6756;4404394,83;;
210;SIMPAR S.A.;SIMH3;6,62;10,5287;2,0036;1,1442;0,0941;6,4037;32,54;23,0;2,5;0,2631;0,4071;-0,1559;0,36;19,03;0,89;9,46;9,22;5,27;0,05;0,91;2,4;-0,44686657;3,3041;0,6288;5541876278,49;9,8707;36904846,83;16,28;
647;MÉLIUZ S.A.;CASH3;1,18;-15,4828;1,3033;-5,8782;0,7649;-1,5231;-47,13;-47,12;-17,89;2,7699;2,1555;-2,3091;0,28;-8,42;-4,94;-25,87;-0,97;4,36;0,59;0,4;2,13;-0,01252019;0,8977;-0,0756;1020619688,02;;47349434,98;;
254;SER EDUCACIONAL;SEER3;4,36;-6,0177;0,4115;5,842;0,1614;10,852;51,25;5,91;-5,74;0,3454;2,3688;-0,2077;0,47;-6,84;-2,68;4,34;0,35;5,01;0,39;0,61;1,44;0,03890058;10,5959;-0,7245;561226001,6;;4677693,75;4,57;
208;LOG-IN LOGÍSTICA INTERMODAL;LOGN3;35,13;26,6748;6,3607;10,5106;1,2196;12,9296;22,96;18,52;7,3;1,947;6,781;-1,9217;0,63;23,85;4,57;15,75;1,45;2,4;0,19;0,81;1,97;-0,7928494;5,4837;1,3076;3749044290,11;;7445074,6;11,96;8,15
406;PETRO RIO;PRIO3;36,79;9,5543;3,497;7,6871;1,6217;7,6496;65,73;58,63;47,17;4,5068;3,3304;-3,6719;0,36;36,6;16,97;20,56;-0,01;-0,03;0,46;0,54;7,82;0,0442835;10,4662;3,8307;32075369630,9;;472469295,58;61,68;69,51
295;MINERVA;BEEF3;12,71;9,2879;12,4093;3,0146;0,3618;5,5376;18,34;8,09;2,63;0,2439;1,2932;-1,1254;1,48;133,61;3,9;15,04;10,41;2,53;0,03;0,97;1,7;0,19478521;1,0242;1,3685;7730717771,11;4,4182;87873748,33;22,82;33,65
386;BRASKEM;BRKM3;24,25;10,1474;2,2248;1,9653;0,2097;4,1532;17,15;9,3;1,8;0,1828;1,4492;-0,3595;1,15;21,92;2,07;18,39;2,49;2,2;0,09;0,93;1,53;-0,1170704;10,8997;2,3898;19311804395,12;6,9953;418559,13;17,25;
386;BRASKEM;BRKM5;24,03;10,0428;2,2019;1,945;0,2075;4,1532;17,15;9,3;1,8;0,1809;1,4343;-0,3558;1,15;21,92;2,07;18,39;2,49;2,2;0,09;0,93;1,53;-0,11586349;10,8997;2,3898;19311804395,12;7,0681;73154621,65;17,25;
386;BRASKEM;BRKM6;25,5;10,6705;2,3395;2,0666;0,2205;4,1532;17,15;9,3;1,8;0,1922;1,5239;-0,378;1,15;21,92;2,07;18,39;2,49;2,2;0,09;0,93;1,53;-0,12310496;10,8997;2,3898;19311804395,12;;14705,5;17,25;
358;CIA SEGUROS ALIANÇA DA BAHIA;CSAB3;41,0;-79,4349;1,7249;-34,0227;0,822;-34,4376;45,0;-195,25;-83,63;66,4304;5,477;-1,0379;0,01;-2,17;-1,03;;;;0,48;0,52;3,59;0,70955125;23,7702;-0,5161;318720000,0;2,4833;5725,0;-42,66;
358;CIA SEGUROS ALIANÇA DA BAHIA;CSAB4;42,0;-81,3724;1,7669;-34,8525;0,8421;-34,4376;45,0;-195,25;-83,63;68,0506;5,6106;-1,0632;0,01;-2,17;-1,03;;;;0,48;0,52;3,59;0,72685738;23,7702;-0,5161;318720000,0;2,6666;13900,0;-42,66;
490;CAMBUCI;CAMB3;6,31;4,2556;1,6799;3,235;0,6995;4,4806;44,76;20,4;15,51;0,6599;4,9094;-1,3486;1,06;39,48;16,44;29,85;0,65;1,25;0,42;0,59;1,42;0,0120336;3,7561;1,4828;266755754,8;3,0511;376864,72;-2,78;
490;CAMBUCI;CAMB4;6,25;4,2151;1,6639;3,2042;0,6928;4,4806;44,76;20,4;15,51;0,6537;4,8627;-1,3357;1,06;39,48;16,44;29,85;0,65;1,25;0,42;0,59;1,42;0,01191917;3,7561;1,4828;266755754,8;2,2565;;-2,78;
427;INSTITUTO HERMES PARDINI;PARD3;21,45;16,4154;2,9358;9,1279;1,1766;9,675;27,49;14,88;8,28;1,3585;336,0996;-1,6879;0,87;17,88;7,17;19,57;0,19;0,58;0,4;0,6;1,01;-0,78082764;7,3098;1,3073;2799012575,15;2,9742;12841540,4;17,16;10,74
472;ENEVA;ENEV3;11,72;17,5445;1,3398;10,3724;0,5758;13,5261;35,01;32,61;19,28;3,3828;2,7756;-0,9031;0,17;7,64;3,28;5,56;0,41;3,16;0,43;0,57;2,34;-0,7729499;8,7549;0,6686;18395420660,64;;127717638,1;18,85;
788;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;DESK3;8,4;15,7919;0,7951;4,1908;0,3028;7,4709;57,26;27,45;7,29;1,1506;8,9373;-0,3688;0,26;5,03;1,92;9,56;0,63;3,3;0,38;0,61;1,23;0,1175211;10,5527;0,5313;733046479,2;0,1678;1838309,0;;
197;WETZEL;MWET3;29,98;2,4109;-2,7511;3,2559;0,2326;5,4163;15,98;6,76;9,13;0,2202;35,4184;-0,436;1,06;-114,11;9,65;38,73;;3,65;-0,08;1,09;1,01;-0,02834837;-10,8975;12,4354;33463128,78;;2998,0;14,95;
197;WETZEL;MWET4;9,41;0,7567;-0,8635;1,0219;0,073;5,4163;15,98;6,76;9,13;0,0691;11,117;-0,1368;1,06;-114,11;9,65;38,73;;3,65;-0,08;1,09;1,01;-0,00889787;-10,8975;12,4354;33463128,78;;26019,35;14,95;
471;ENERGISA;ENGI11;44,27;7,6773;1,5442;3,0511;0,3019;6,755;26,61;21,65;8,6;0,6604;6,372;-0,4074;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-2,0944589;28,6037;5,7533;17931727032,76;7,607;94126700,25;17,81;72,25
471;ENERGISA;ENGI3;14,35;12,4711;2,5084;4,9562;0,4903;6,755;26,61;21,65;8,6;1,0728;10,3508;-0,6619;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-3,40225099;5,7207;1,1507;17931727032,76;4,6829;59298,13;17,81;72,25
471;ENERGISA;ENGI4;7,48;6,4659;1,3005;2,5696;0,2542;6,755;26,61;21,65;8,6;0,5562;5,3665;-0,3431;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-1,76395452;5,7207;1,1507;17931727032,76;9,0323;97473,7;17,81;72,25
392;FIBAM;FBMC4;1,96;-0,0926;-0,0224;-0,1019;0,0339;-0,739;-60,76;-92,67;-101,97;0,0945;-0,0437;-0,0518;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,00166191;-87,4753;-21,16;904253,84;;;-18,14;
392;FIBAM;FBMC3;0,0;0,0;0,0;0,0;0,0;-0,739;-60,76;-92,67;-101,97;0,0;0,0;0,0;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,0;-87,4753;-21,16;904253,84;;;-18,14;
314;SÃO CARLOS;SCAR3;18,38;-16,1908;0,7057;7,4395;0,2867;20,1844;77,38;47,1;-21,64;3,504;3,3251;-0,3393;0,08;-4,36;-1,77;3,38;1,21;12,75;0,41;0,59;2,25;0,06829401;26,0464;-1,1352;1052551325,37;0,7822;197253,18;-8,54;
520;VIVARA;VIVA3;21,63;15,4495;3,6632;15,534;1,9899;15,0195;63,71;17,61;17,71;2,7357;5,6131;-5,2025;0,73;23,71;12,88;16,73;-0,13;-0,54;0,54;0,46;2,35;0,6222119;5,8965;1,3981;5080614011,19;0,2493;29369489,65;;
377;SUZANO HOLDING;NEMO5;52,97;1,8334;1,3152;0,4656;0,081;2,5356;49,46;41,91;10,64;0,1952;0,3808;-0,1127;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,03672208;40,2763;28,8911;0,0;4,7091;;32,9;55,92
377;SUZANO HOLDING;NEMO6;0,0;0,0;0,0;0,0;0,0;2,5356;49,46;41,91;10,64;0,0;0,0;0,0;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,0;40,2763;28,8911;0,0;;;32,9;55,92
377;SUZANO HOLDING;NEMO3;0,0;0,0;0,0;0,0;0,0;2,5356;49,46;41,91;10,64;0,0;0,0;0,0;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,0;40,2763;28,8911;0,0;;;32,9;55,92
418;OURO FINO SAÚDE ANIMAL;OFSA3;23,5;10,387;1,8655;8,1995;0,9799;9,6987;49,5;15,64;12,34;1,2823;2,1987;-2,6336;0,76;17,96;9,43;13,09;0,34;1,5;0,53;0,47;3,45;0,79064926;12,5973;2,2625;1267801641,0;2,8778;294038,43;14,66;
419;PROFARMA;PFRM3;3,51;4,9775;0,3606;1,9365;0,104;4,4907;14,61;3,02;1,17;0,0585;0,4984;-0,3186;1,78;7,24;2,09;9,16;0,48;2,56;0,29;0,64;1,45;-0,62545734;9,7341;0,7052;429630322,31;4,9378;794218,38;9,44;
205;FERROVIA CENTRO-ATLÂNTICA;VSPT3;4,99;-1,3094;0,1715;-2,1147;0,0846;-3,1649;-2,93;-11,47;-18,52;0,2425;-2,1135;-0,093;0,35;-13,1;-6,46;-8,15;0,09;-1,05;0,49;0,51;0,69;-0,01411418;29,0933;-3,811;712610842,16;;;11,6;
205;FERROVIA CENTRO-ATLÂNTICA;VSPT4;0,0;0,0;0,0;0,0;0,0;-3,1649;-2,93;-11,47;-18,52;0,0;0,0;0,0;0,35;-13,1;-6,46;-8,15;0,09;-1,05;0,49;0,51;0,69;0,0;29,0933;-3,811;712610842,16;;;11,6;
169;PORTOBELLO;PTBL3;7,78;5,5011;2,4135;3,1764;0,4928;4,7415;44,43;15,57;8,99;0,4945;4,5979;-0,9167;1,0;43,87;8,96;23,57;1,19;1,57;0,2;0,8;1,3;3,85094516;3,2152;1,4106;1092648366,5;4,2896;14178165,1;13,47;147,88
172;FLEX RELACIONAMENTOS INTELIGENTES;FLEX3;0,0;0,0;0,0;0,0;0,0;-1,309;24,43;-19,92;-42,5;0,0;0,0;0,0;1,17;-425,18;-49,92;-122,57;;-1,31;-0,12;1,12;0,77;0,0;-14,2489;-60,584;0,0;;;1,44;
192;MARCOPOLO;POMO3;2,37;8,6777;0,74;14,7262;0,3072;25,6387;12,71;3,25;5,51;0,4784;1,5381;-0,6857;0,64;8,53;3,54;1,65;0,47;9,41;0,42;0,58;1,57;-0,21413698;3,2162;0,2743;2489659242,98;7,521;379760,3;6,33;3,43
192;MARCOPOLO;POMO4;2,77;10,0997;0,8613;17,1393;0,3575;25,6387;12,71;3,25;5,51;0,5568;1,7901;-0,798;0,64;8,53;3,54;1,65;0,47;9,41;0,42;0,58;1,57;-0,24922665;3,2162;0,2743;2489659242,98;6,4621;15954415,85;6,33;3,43
163;AZEVEDO E TRAVASSOS;AZEV3;1,48;9,8701;0,9164;-11,4571;0,2304;-14,4432;5,05;-3,09;3,59;0,354;-3,5535;-0,3414;0,65;9,28;2,33;-25,37;0,25;-3,09;0,25;0,75;0,83;-0,110569;1,615;0,1499;113745072,98;;164477,18;-8,87;
163;AZEVEDO E TRAVASSOS;AZEV4;1,46;9,7368;0,904;-11,3023;0,2272;-14,4432;5,05;-3,09;3,59;0,3492;-3,5055;-0,3368;0,65;9,28;2,33;-25,37;0,25;-3,09;0,25;0,75;0,83;-0,10907482;1,615;0,1499;113745072,98;;486618,08;-8,87;
189;WEG;WEGE3;39,02;42,0492;12,1909;35,3105;6,3181;35,2633;28,42;16,27;13,66;5,7448;22,8503;-19,6656;1,1;28,99;15,03;23,19;-0,02;-0,05;0,52;0,47;1,69;3,34022166;3,1958;0,9265;163653428742,02;1,3236;319273003,55;20,26;28,32
243;TRISUL;TRIS3;3,3;10,7058;0,4925;6,0867;0,2672;10,5352;31,52;13,91;7,91;0,8469;0,5754;-0,7081;0,32;4,6;2,5;4,07;0,36;4,49;0,54;0,43;3,93;-0,167693;6,7004;0,3082;613971700,02;6,6559;4145491,88;20,68;85,86
245;LOCAMERICA;LCAM3;24,15;19,1171;2,4201;4,6615;0,6523;7,8043;39,75;27,63;6,74;1,2879;20,4597;-0,8299;0,51;12,66;3,41;12,37;1,63;3,14;0,27;0,73;1,18;-2,18866949;9,979;1,2633;12285815275,65;5,6421;166957437,09;53,89;85,95
255;SOMOS EDUCAÇÃO;SEDU3;23,8;-13,3591;15,0015;-21,887;1,5308;-27,9389;48,36;-15,73;-25,77;3,4431;57,8952;-2,2677;0,44;-112,29;-11,46;-13,15;4,15;-6,05;0,1;0,9;1,09;0,01146574;1,5865;-1,7816;6238667820,0;;;12,49;
240;RNI NEGÓCIOS IMOBILIÁRIOS;RDNI3;6,69;16,9898;0,4584;7,6311;0,1352;21,8314;24,18;5,81;2,61;0,4431;1,384;-0,2007;0,31;2,7;0,8;1,62;0,86;14,23;0,29;0,69;1,43;-1,60811073;14,5952;0,3938;1350298576,8;0,8546;134643,08;4,17;
216;VIA S.A;VIIA3;2,43;-25,8946;0,7056;3,14;0,1141;9,6623;30,44;4,1;-0,5;0,1287;-1,101;-0,2063;0,89;-2,72;-0,44;3,93;1,47;6,54;0,16;0,84;0,81;0,01618412;3,444;-0,0938;3884188032,27;;196504181,78;9,29;
237;JOÃO FORTES ENGENHARIA;JFEN3;0,56;-0,377;-0,0986;-0,4313;0,05;-4,6479;-289,44;-801,66;-917,09;3,4578;-0,3617;-0,3107;0,01;-26,15;-13,26;150,41;;-4,22;-0,51;1,59;0,86;0,03081261;-5,6792;-1,4853;57862098,25;;54150,13;-55,23;
239;PDG REALTY;PDGR3;0,11;0,0564;-0,0073;-0,13;0,0293;-4,2901;16,08;-159,1;366,8;0,2068;-0,0148;-0,1395;0,14;-12,91;51,89;12,36;;-4,15;-4,02;5,07;0,29;-0,00022114;-15,1077;1,9509;38662372,44;;2502564,18;11,86;
225;LOJAS MARISA;AMAR3;1,18;-1,5618;0,4154;-13,4506;0,1129;-64,2959;43,55;-1,08;-9,3;0,1453;0,9354;-0,2086;0,78;-26,59;-7,23;-3,01;1,57;-50,85;0,27;0,73;1,36;0,00812752;2,8409;-0,7555;404554636,16;;11455014,35;-2,41;
298;ATACADÃO;CRFB3;14,99;13,5338;1,5772;6,243;0,3853;9,8366;18,76;5,32;2,46;0,3323;-15,886;-0,6729;1,16;11,65;2,85;10,2;0,91;3,59;0,24;0,74;0,95;-0,56612499;9,5045;1,1076;31659861313,5;2,3099;102948838,4;10,34;14,69
495;EDP Brasil;ENBR3;20,51;5,3436;1,0103;2,6512;0,3196;5,0178;27,89;24,96;12,38;0,6618;3,5749;-0,4421;0,48;18,91;5,98;13,67;0,9;2,37;0,32;0,65;1,48;0,62042466;20,2714;3,8326;11832524856,48;10,7113;61797062,38;15,05;27,29
361;PORTO SEGURO;PSSA3;23,09;13,379;1,5811;34,9765;0,3239;12,8131;100,0;1,63;4,27;0,5715;5,4668;-0,8979;0,57;11,82;2,42;2,89;-1,0;-22,12;0,2;0,8;1,1;-0,61893015;14,5533;1,7199;14839150077,0;5,0351;55809149,98;5,64;3,96
658;ALPHAVILLE S.A.;AVLL3;7,7;-0,3994;-0,9402;-0,8317;0,0983;-4,982;10,42;-84,66;-176,29;0,7041;-0,2263;-0,1536;0,14;-235,4;-24,62;-27,54;;-4,15;-0,1;1,1;0,45;0,02569311;-8,1898;-19,2791;172601613,8;;72948,24;;
344;BANCO ITAU UNIBANCO;ITUB3;21,88;7,4225;1,3594;5,4261;0,0987;5,8026;64,92;19,0;13,89;1,0311;;-0,1003;0,1;18,31;1,33;;;;0,07;0,92;;-6,16340282;16,0363;2,937;228409687541,97;4,3358;20682457,35;2,26;5,89
344;BANCO ITAU UNIBANCO;ITUB4;24,99;8,4814;1,5534;6,2002;0,1128;5,8026;64,92;19,0;13,89;1,1781;;-0,1146;0,1;18,31;1,33;;;;0,07;0,92;;-7,04267726;16,0363;2,937;228409687541,97;3,7945;1258960616,6;2,26;5,89
565;MAESTRO LOCADORA DE VEICULOS S.A.;MSRO3;702,5;2121,1863;277,5029;434,1975;70,0083;437,8335;61,25;41,32;8,46;179,4036;-503,3304;-85,8118;0,39;13,08;3,3;15,23;2,32;3,64;0,25;0,75;0,57;70,51453562;2,5315;0,3312;18271898550,0;;;9,2;-7,65
347;MERCANTIL DO BRASIL FINANCEIRA;MERC3;15,11;38,8481;1,0827;-101,9599;0,8712;-78,8999;78,31;-5,19;13,62;5,2928;54,8541;-0,8852;0,16;2,79;2,24;;;;0,8;0,2;;0,2603769;13,9554;0,389;210583880,9;;3369,8;-28,34;61,63
347;MERCANTIL DO BRASIL FINANCEIRA;MERC4;7,25;18,6399;0,5195;-48,9219;0,418;-78,8999;78,31;-5,19;13,62;2,5396;26,3198;-0,4248;0,16;2,79;2,24;;;;0,8;0,2;;0,12493266;13,9554;0,389;210583880,9;6,2914;5968,65;-28,34;61,63
360;IRB;IRBR3;0,9;-2,2821;0,5348;-0,9305;0,0953;-0,9409;-26,65;-32,94;-13,43;0,3065;-0,6538;-0,2405;0,31;-23,44;-4,18;;;;0,18;0,82;0,81;-0,69992376;1,6641;-0,39;2221101298,8;;47887264,9;13,98;
352;FUTURETEL;FTRT3B;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0;0,0;0,0;-0,95;-0,9;-2,42;0,0;0,0;0,95;0,05;0,0;0,0;0,0134;-0,0001;0,0;;;;
444;AES TIETE;TIET3;3,49;6,0903;3,1332;4,8776;0,6379;7,1488;74,66;61,76;49,46;3,0122;1435,3687;-0,7177;0,21;51,45;10,47;13,16;2,34;3,64;0,2;0,72;1,0;0,02697135;1,1139;0,573;5004795800,93;;;-5,19;23,78
444;AES TIETE;TIET4;3,51;6,1252;3,1512;4,9056;0,6416;7,1488;74,66;61,76;49,46;3,0295;1443,5943;-0,7218;0,21;51,45;10,47;13,16;2,34;3,64;0,2;0,72;1,0;0,02712591;1,1139;0,573;5004795800,93;;;-5,19;23,78
444;AES TIETE;TIET11;12,54;4,3767;2,2516;3,5052;0,4584;7,1488;74,66;61,76;49,46;2,1646;1031,4913;-0,5158;0,21;51,45;10,47;13,16;2,34;3,64;0,2;0,72;1,0;0,01938228;5,5693;2,8652;5004795800,93;;;-5,19;23,78
469;EMAE - EMPRESA METROP.AGUAS ENERGIA;EMAE3;25,35;8,9931;1,0102;77,5788;0,4958;122,0045;30,21;2,26;19,48;1,7519;1,8478;-0,7378;0,28;11,23;5,51;-0,76;-0,42;-32,3;0,49;0,51;5,49;-0,15492357;25,0932;2,8188;1894336784,24;3,1605;;20,69;13,63
469;EMAE - EMPRESA METROP.AGUAS ENERGIA;EMAE4;67,0;23,7689;2,67;205,0406;1,3104;122,0045;30,21;2,26;19,48;4,6303;4,8839;-1,95;0,28;11,23;5,51;-0,76;-0,42;-32,3;0,49;0,51;5,49;-0,40946268;25,0932;2,8188;1894336784,24;1,3154;273054,74;20,69;13,63
430;QUALICORP;QUAL3;6,06;7,6839;1,1854;3,1763;0,3658;6,0157;79,88;26,74;11,05;0,8493;2,5976;-0,5229;0,43;15,43;4,76;11,29;1,07;2,86;0,31;0,69;1,88;-0,18578151;5,0953;0,7861;1706926093,25;4,229;34529779,73;1,31;-11,22
564;INTER CONSTRUTORA E INCORPORADORA S.A.;INNT3;0,0;0,0;0,0;0,0;0,0;2,2913;24,1;15,66;11,69;0,0;0,0;0,0;0,52;49,11;6,09;18,53;1,51;2,29;0,12;0,88;1,29;0,0;1,3794;0,6774;0,0;;;38,73;36,17
319;EMBPAR PARTICIPACOES S.A.;BTTL4;11091,73;2733,6707;2107,6312;2216,1043;664,8438;2,2574;19,65;6,57;5,32;145,5617;2346,3595;-2644,8454;4,57;77,1;24,32;48,04;0,36;0,38;0,32;0,68;1,61;193,6438641;5,2627;4,0574;139689339,2;;;44,52;93,88
